Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.9,13445.7408,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,freedos/other
Asus,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,3.0,49976.64,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Nvidia GeForce 920MX,2.2,26586.72,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Nvidia,freedos/other
HP,Notebook,13.3,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.32,37242.72,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,3.0,34898.4,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8,AMD Radeon RX 550,1.75,59461.5456,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,2.4,46300.32,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,freedos/other
Toshiba,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.1,32074.56,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4,AMD Radeon R4 Graphics,1.86,19660.32,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,AMD,AMD,windows
Asus,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.25,58554.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
HP,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,0.97,107305.92,0,1,1,0,3840,2160,0,1,0,,,,512.0,1.2,Intel,Intel,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.0,18328.32,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.1,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.9,108105.12,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,23816.16,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.56,66560.5728,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.62,47898.72,1,0,0,0,1920,1080,0,0,0,,,,,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.9,26533.44,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.8,100699.2,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Ultrabook,14.0,Intel Core i5 7500U 2.7GHz,4,Intel HD Graphics 620,1.48,57648.96,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,6,AMD Radeon 520,1.91,32980.32,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.74,33513.119999999995,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.4,Intel,Intel,windows
Asus,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,Intel HD Graphics 620,1.1,70063.2,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Dell,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.56,55890.72,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Toshiba,Notebook,15.6,Intel Core i3 6006U 2.2GHz,4,Intel HD Graphics 520,2.1,23816.16,0,0,0,0,1366,768,1,0,0,,,500.0,,2.2,Intel,Intel,windows
Asus,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5 M420,2.03,21471.84,0,0,0,0,1366,768,1,0,0,,1.0,,,3.0,AMD,AMD,windows
Acer,Notebook,17.3,Intel Core i5 8250U 1.6GHz,4,Nvidia GeForce MX150,3.0,42890.4,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,2.13,38787.84,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,57489.12,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.1,18541.44,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.4,95850.72,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.1,19367.8128,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.56,56502.9072,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Acer,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,3.0,45501.12,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.49,40173.12,1,1,0,0,1920,1080,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Huawei,Ultrabook,13.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.05,71874.72,1,1,0,0,2160,1440,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6,AMD Radeon 520,2.71,37242.72,1,1,0,0,1920,1080,1,0,0,,2.0,,,2.5,Intel,AMD,windows
Lenovo,Notebook,15.6,AMD A6-Series 9220 2.9GHz,4,AMD Radeon R4 Graphics,2.2,16463.52,0,0,0,0,1366,768,1,0,0,,,500.0,,2.9,AMD,AMD,freedos/other
Toshiba,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.0,26053.92,0,0,0,0,1366,768,1,0,0,,,500.0,,2.4,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 930MX,2.5,49177.44,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,Intel HD Graphics 620,2.3,24455.52,0,0,0,0,1366,768,1,0,0,,1.0,,,2.4,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,23922.72,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
MSI,Gaming,18.4,Intel Core i7 6920HQ 2.9GHz,32,Nvidia GTX 980 SLI,4.4,149130.72,1,0,0,0,1920,1080,1,1,0,,1.0,,512.0,2.9,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD R17M-M1-70,1.9,43316.64,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,AMD,windows
HP,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.29,79866.72,0,1,1,0,3840,2160,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,2.02,55890.72,1,0,0,0,1920,1080,1,1,0,,2.0,,256.0,1.8,Intel,AMD,linux
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.23,74538.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.4,98514.72,0,1,1,0,3840,2160,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,42251.04,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,Intel,Intel,windows
Xiaomi,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,1.95,63882.72,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,freedos/other
Dell,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce 150MX,2.77,82530.72,1,0,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.06,127712.16,0,0,1,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.4,41505.12,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,freedos/other
Acer,Ultrabook,13.3,Intel Core i5 7Y54 1.2GHz,8,Intel HD Graphics 615,1.12,52693.92,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.2,Intel,Intel,windows
Dell,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.8,57808.8,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,AMD,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.42,150462.72,0,0,1,0,2560,1440,0,1,0,,,,,2.7,Intel,Intel,windows
Vero,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.3,13852.8,1,1,0,0,1920,1080,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Xiaomi,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce MX150,1.3,53274.67199999999,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,freedos/other
Lenovo,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,2.8,37189.44,0,0,0,0,1600,900,0,1,0,,,,256.0,1.6,Intel,Nvidia,freedos/other
Dell,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.62,44701.92,1,1,1,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 930MX,2.5,48697.92,1,1,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,Nvidia,windows
Razer,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32,Nvidia GeForce GTX 1080,3.49,324954.72,0,0,1,0,3840,2160,0,1,0,,,,,2.9,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.49,51095.52,1,0,0,0,1920,1080,0,1,0,,,,512.0,1.6,Intel,Intel,windows
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,3.35,73473.12,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX ,2.5,55677.6,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.65,98301.6,0,1,0,0,3840,2160,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.1,26267.04,0,0,0,0,1366,768,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,2.23,39533.76,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,3.2,93186.72,1,1,0,0,1920,1080,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Dell,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,16,Nvidia Quadro M1200,2.8,162770.4,0,0,0,0,3840,2160,1,1,0,,1.0,,256.0,3.0,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.4,74485.44,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,freedos/other
Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6,Intel HD Graphics 620,2.3,23389.92,0,0,1,0,1366,768,1,0,0,,1.0,,,2.4,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.21,103842.72,0,1,1,0,3840,2160,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.2,77202.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,31808.16,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.4,41505.12,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,linux
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.9,74964.95999999999,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,18594.72,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.0,Intel,Intel,freedos/other
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,29250.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,freedos/other
Huawei,Ultrabook,13.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.05,79866.72,1,1,0,0,2160,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,1.4,49650.5664,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 940MX,2.8,31381.92,0,0,0,0,1600,900,1,0,0,,1.0,,,2.5,Intel,Nvidia,freedos/other
HP,Notebook,14.0,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX,1.63,54931.68,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Nvidia,windows
Dell,Ultrabook,14.0,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.6,61218.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Dell,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.62,68145.12,1,0,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,2.2,36089.208,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,linux
Lenovo,2 in 1 Convertible,14.0,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.74,47898.72,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Toshiba,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.2,72620.64,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.1,42304.32,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,Intel,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,4.42,130873.7952,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,2.2,44328.96,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,2.3,45768.0528,1,0,1,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 920MX ,2.0,40972.32,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 950M,2.69,47472.48,1,0,0,0,1920,1080,1,1,0,,,500.0,256.0,2.5,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD FirePro W4190M ,1.9,67612.31999999999,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Asus,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.37,21258.1872,0,0,0,0,1366,768,1,0,0,,1.0,,,2.4,Intel,Intel,windows
HP,Notebook,15.6,AMD E-Series 9000e 1.5GHz,4,AMD Radeon R2,2.1,17582.399999999998,0,0,0,0,1366,768,1,0,0,,,500.0,,1.5,AMD,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,3.2,79866.72,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.6,45767.52,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,2 in 1 Convertible,13.3,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.6,36709.92,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,2.36,47898.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,linux
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,20779.2,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,Intel,linux
Asus,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,4,AMD Radeon R5 M430,2.2,30636.0,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,AMD,AMD,windows
Asus,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32,Nvidia GeForce GTX 1080,4.7,207259.2,1,0,0,0,1920,1080,1,1,0,,1.0,,512.0,2.9,Intel,Nvidia,windows
Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.5,45074.88,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.2,31381.92,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
Asus,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 150MX,2.1,61005.6,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,Nvidia,windows
Asus,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce GTX 950M,2.69,47365.92,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,freedos/other
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.56,46833.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.38,57489.12,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.2,52480.8,1,0,0,0,1920,1080,1,1,0,,2.0,,128.0,1.8,Intel,AMD,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.04,29783.52,0,0,1,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1080,3.6,159786.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.9,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.49,35964.0,1,1,0,0,1920,1080,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Apple,Ultrabook,13.3,Intel Core i5 3.1GHz,8,Intel Iris Plus Graphics 650,1.37,108691.2,0,1,0,1,2560,1600,0,1,0,,,,512.0,3.1,Intel,Intel,macos
Dell,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.08,43636.32,1,1,1,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 980M,4.3,95850.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Asus,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5 M420,1.68,24988.32,0,0,0,0,1366,768,1,0,0,,1.0,,,3.0,AMD,AMD,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.37,98514.72,1,1,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Acer,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,3.0,37402.56,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.41,50562.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
HP,Notebook,15.6,AMD A6-Series A6-9220 2.5GHz,8,AMD Radeon R4 Graphics,1.91,23757.552,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,AMD,AMD,windows
HP,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce MX150,2.9,56423.52,1,1,0,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,4.14,133146.72,1,0,0,0,1920,1080,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,2.0,90522.72,1,1,1,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Dell,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.8,60845.76,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.2,23656.32,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.0,Intel,Intel,freedos/other
HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,Intel HD Graphics 620,2.1,38468.16,1,1,0,0,1920,1080,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.18,35004.96,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R5 M430,2.24,30103.2,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,AMD,windows
Dell,2 in 1 Convertible,15.6,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.67,42570.72,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Asus,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.1,79866.72,1,0,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.2,24881.76,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,freedos/other
HP,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX ,2.5,54239.04,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.05,46886.4,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Apple,Ultrabook,13.3,Intel Core i5 2.9GHz,8,Intel Iris Graphics 550,1.37,104370.192,0,1,0,1,2560,1600,0,1,0,,,,512.0,2.9,Intel,Intel,macos
Asus,Gaming,17.3,AMD Ryzen 1700 3GHz,16,AMD Radeon RX 580,3.2,82530.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,3.0,AMD,AMD,windows
