Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Lenovo,Notebook,17.3,Intel Core i7 7500U 2.7GHz,6,Nvidia GeForce 940MX,2.8,50562,0,0,0,0,1600,900,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,windows
HP,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,6,AMD Radeon 530,1.91,30310,1,1,0,0,1920,1080,0,1,0,,,,128.0,2.5,AMD,AMD,windows
Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M420,2.18,32921,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,AMD,windows
Acer,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 2.0GHz,4,Intel HD Graphics 500,1.25,18594,1,1,1,0,1920,1080,0,0,1,32.0,,,,2.0,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 7130U 2.7GHz,4,Intel HD Graphics 620,2.05,33566,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.7,Intel,Intel,windows
HP,Ultrabook,13.3,Intel Core M 6Y75 1.2GHz,16,Intel HD Graphics 515,1.16,104695,0,1,1,0,3200,1800,0,1,0,,,,512.0,1.2,Intel,Intel,windows
Lenovo,Notebook,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M620M,3.4,159786,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Asus,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.5,44701,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.21,85194,0,1,1,0,3840,2160,0,1,0,,,,128.0,1.6,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,4,Intel HD Graphics 620,1.93,51095,0,0,0,0,1366,768,1,0,0,,,500.0,,2.6,Intel,Intel,windows
Fujitsu,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,39373,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.2,18328,1,0,0,0,1920,1080,1,0,0,,,500.0,,1.1,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.02,52747,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,windows
HP,Workstation,17.3,Intel Core i5 7440HQ 2.8GHz,8,Nvidia Quadro M1200,3.14,99153,0,0,0,0,1600,900,1,0,0,,,500.0,,2.8,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Pentium Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,1.94,20725,0,0,0,0,1366,768,1,0,0,,2.0,,,1.6,Intel,Intel,windows
HP,Notebook,15.6,AMD A9-Series A9-9420 3GHz,6,AMD Radeon 530,1.95,34578,1,1,0,0,1920,1080,0,1,0,,,,256.0,3.0,AMD,AMD,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.3,44222,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,Intel HD Graphics 620,2.05,36496,1,0,0,0,1920,1080,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Mediacom,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,1.4,13266,1,0,0,0,1920,1080,0,1,0,,,,32.0,1.44,Intel,Intel,windows
Toshiba,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.24,99367,1,0,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 1070,4.6,141884,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.7,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,4.14,145401,1,0,0,0,1920,1080,1,1,0,,1.0,,512.0,2.9,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R5 M430,2.2,39907,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,linux
Mediacom,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,1.45,20725,1,1,0,0,1920,1080,0,1,0,,,,32.0,1.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.9,53733,0,0,0,0,1366,768,1,0,0,,,500.0,,2.6,Intel,Intel,windows
HP,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.49,38308,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.4,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7600U 2.8GHz,16,Nvidia GeForce 930MX,1.93,81912,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Dell,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.26,15717,0,0,0,0,1366,768,0,0,1,16.0,,,,1.6,Intel,Intel,freedos/other
MSI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 980M,4.5,125154,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,windows
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,3.78,79813,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12,Intel HD Graphics 520,1.4,89137,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,12,Intel HD Graphics 620,2.2,32447,0,0,1,0,1366,768,1,0,0,,1.0,,,1.8,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1060,2.73,94305,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
Asus,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 520,2.2,39373,0,0,1,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,12,AMD Radeon 530,2.2,50562,1,0,0,0,1920,1080,0,1,0,,,,512.0,3.6,AMD,AMD,windows
Dell,2 in 1 Convertible,11.6,Intel Core M 7Y30 1.0GHz,4,Intel HD Graphics 615,1.39,32127,0,0,1,0,1366,768,0,1,0,,,,128.0,1.0,Intel,Intel,windows
Samsung,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.5,90522,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,17.3,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.8,28185,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.0,Intel,Intel,freedos/other
Lenovo,Notebook,15.6,Intel Core i3 6100U 2.3GHz,8,Intel HD Graphics 520,2.29,24455,0,0,0,0,1366,768,1,0,0,,1.0,,,2.3,Intel,Intel,windows
Lenovo,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.37,107892,1,1,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 7300HQ 2.5GHz,8,Intel HD Graphics 630,1.7,78534,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,2 in 1 Convertible,12.5,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.34,88977,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M620,2.06,93932,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.84,64948,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.1,35616,0,0,0,0,1366,768,1,0,0,,,500.0,,2.4,Intel,Intel,windows
Acer,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,1.6,17529,1,0,0,0,1920,1080,0,0,1,32.0,,,,1.1,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 970M,4.14,117162,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M420,2.18,24775,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,AMD,linux
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,1.8,122490,0,0,0,0,3840,2160,1,1,0,,2.0,,256.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,2.2,74538,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,2.4,30049,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,8,Intel HD Graphics 630,2.0,69210,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Intel,windows
Acer,Notebook,14.0,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.6,18594,0,0,0,0,1366,768,0,0,1,128.0,,,,1.6,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Xeon E3-1535M v6 3.1GHz,32,Nvidia Quadro M2200M,2.5,261018,0,1,0,0,3840,2160,0,1,0,,,,,3.1,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 960<U+039C>,2.59,46833,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,2.18,23650,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,Intel,linux
Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,2.25,19127,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,Intel,linux
Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,4,Intel HD Graphics 620,1.93,46300,0,0,0,0,1366,768,1,0,0,,,500.0,,2.6,Intel,Intel,linux
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.0,62231,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M420,2.18,30316,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.5,Intel,AMD,linux
HP,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.84,74005,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.94,120831,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,2 in 1 Convertible,11.6,Intel Celeron Quad Core N3160 1.6GHz,4,Intel HD Graphics 400,1.25,20193,0,1,1,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,freedos/other
HP,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,2.31,59886,0,0,0,0,1366,768,0,1,0,,,,256.0,2.6,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.65,78055,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,2.2,41345,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,AMD,windows
Fujitsu,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,42570,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.88,49656,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 920MX,2.2,47898,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Mediacom,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,2,Intel HD Graphics,1.4,12733,1,0,0,0,1920,1080,0,0,1,32.0,,,,1.44,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.2,24935,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.5,Intel,Intel,freedos/other
Asus,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,1.5,34046,1,0,1,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.0,96969,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Asus,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.1,101232,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.62,78801,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.8,44169,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Nvidia GeForce 920MX ,2.2,30849,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,Nvidia,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,8,Intel HD Graphics 500,2.0,21258,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,1.99,48304,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Nvidia,windows
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.23,99580,0,0,1,0,3200,1800,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,Intel HD Graphics 400,1.42,13266,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,windows
Lenovo,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.37,93635,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.06,127818,0,0,1,0,3840,2160,0,1,0,,,,,2.8,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,2.5,59087,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
HP,Notebook,17.0,AMD A9-Series 9420 3GHz,8,AMD Radeon R5,2.6,27753,0,0,0,0,1600,900,1,0,0,,1.0,,,3.0,AMD,AMD,windows
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.14,130536,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.5,62284,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,freedos/other
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.4,23976,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics,1.43,14598,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,windows
Acer,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel Graphics 620,1.8,48964,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Razer,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,1.95,138474,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.2,64628,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Lenovo,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.36,84395,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 1080,3.8,149130,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Nvidia,windows
Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.4,37775,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Nvidia,linux
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.2,77250,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.2,63499,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,19441,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Intel,freedos/other
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,56689,1,1,0,0,1920,1080,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.2,48964,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,2.2,60472,1,0,0,0,1920,1080,1,1,0,,2.0,,256.0,1.8,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 960,3.31,63722,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1070,4.42,167691,0,1,0,0,3840,2160,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Dell,Notebook,14.0,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,1.56,65481,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.4,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.2,22324,0,0,0,0,1366,768,1,0,0,,,500.0,,1.1,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.2,28504,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,6,AMD Radeon R5 M430,2.04,28717,0,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,AMD,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.7,79215,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i3 6100U 2.1GHz,4,Intel HD Graphics 520,2.1,26533,0,0,0,0,1366,768,0,1,0,,,,128.0,2.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.06,50882,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon 530,2.1,39693,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,67026,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,21951,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,linux
Microsoft,Ultrabook,13.5,Intel Core i7 7600U 2.8GHz,8,Intel Iris Plus Graphics 640,1.252,99519,0,0,1,0,2256,1504,0,1,0,,,,256.0,2.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R5 M430,1.9,43580,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,AMD,windows
Lenovo,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.3,55091,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,AMD E-Series E2-9000 2.2GHz,4,AMD Radeon R2 Graphics,2.2,18594,0,0,0,0,1366,768,0,1,0,,,,128.0,2.2,AMD,AMD,windows
HP,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4,Nvidia GeForce 940MX,1.63,37242,1,1,1,0,1920,1080,0,1,0,,,,128.0,2.4,Intel,Nvidia,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.4,68944,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Asus,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.1,60472,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,8,Intel HD Graphics 500,1.4,26373,0,0,1,0,1366,768,0,0,1,64.0,,,,1.1,Intel,Intel,freedos/other
LG,Ultrabook,15.6,Intel Core i7 8550U 1.8GHz,8,Intel HD Graphics 620,1.09,122490,1,1,0,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,69210,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.2,53168,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.86,22324,0,0,0,0,1366,768,0,1,0,,,,128.0,1.1,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1060,3.21,109277,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
HP,Notebook,17.3,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 520,2.5,37242,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.0,Intel,AMD,windows
Lenovo,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.19,79866,1,1,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,3.49,149916,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.9,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon 520,1.86,32639,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,AMD,windows
Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M430,2.2,29073,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,AMD,windows
HP,Notebook,17.3,AMD A10-Series 9600P 2.4GHz,6,AMD Radeon R7 M440,2.65,30316,1,1,0,0,1920,1080,1,0,0,,2.0,,,2.4,AMD,AMD,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,2.1,16943,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Acer,Notebook,14.0,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,1.45,19980,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,freedos/other
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.7,37242,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Workstation,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,3.14,101657,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.8,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.42,137995,0,0,1,0,2560,1440,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Toshiba,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.5,51841,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Netbook,11.6,Intel Celeron Dual Core N3050 1.6GHz,4,Intel HD Graphics,1.4,14332,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,windows
